EEID;First Name;Last Name;Gender;Age;Retirement Years;Job Title;Department;Business Unit;Ethnicity;Hire Date;año;mes;dia;Annual Salary;Bonus %;Total Salary;Country;City;Exit Date
E03423;Santiago;f Gonzalez;Male;36;29;Manager;Sales;Research & Development;Latino;26/7/2012;2012;7;26;105,891;0,07;113,30337;United States;Seattle;
E01584;Henry;Zhu;Male;38;27;Vice President;Marketing;Speciality Products;Asian;25/8/2021;2021;8;25;255,23;0,36;347,1128;United States;Austin;
E00788;Emily;Contreras;Female;56;9;Analyst II;Sales;Manufacturing;Latino;15/6/1992;1992;6;15;59,591;0;59,591;Brazil;Sao Paulo;
E00207;Hailey;Lai;Female;52;13;Vice President;Human Resources;Manufacturing;Asian;23/7/2012;2012;7;23;187,048;0,32;246,90336;China;Chengdu;
E00834;Vivian;Guzman;Female;53;12;Analyst II;Finance;Speciality Products;Latino;9/2/2002;2002;2;9;58,605;0;58,605;United States;Phoenix;
E04571;Hadley;Contreras;Female;60;5;Director;Engineering;Corporate;Latino;4/1/2017;2017;1;4;178,502;0,2;214,2024;United States;Austin;
E02652;Nathan;Sun;Male;63;2;Manager;Accounting;Speciality Products;Asian;29/7/2015;2015;7;29;103,724;0,05;108,9102;China;Shanghai;
E02693;Grace;Campos;Female;37;28;Director;Engineering;Research & Development;Latino;21/3/2008;2008;3;21;156,277;0,22;190,65794;Brazil;Manaus;
E03359;Autumn;Ortiz;Female;30;35;Field Engineer;Engineering;Research & Development;Latino;17/12/2017;2017;12;17;87,744;0;87,744;Brazil;Sao Paulo;
E00399;Connor;Walker;Male;30;35;Analyst II;Finance;Manufacturing;Caucasian;18/3/2019;2019;3;18;54,714;0;54,714;United States;Columbus;
E02971;Mia;Wu;Female;45;20;Enterprise Architect;IT;Corporate;Asian;25/8/2013;2013;8;25;99,169;0;99,169;China;Beijing;
E03327;Julia;Luong;Female;55;10;Sr. Manger;Accounting;Research & Development;Asian;20/6/2006;2006;6;20;142,628;0,12;159,74336;China;Chongqing;
E00900;Eleanor;Delgado;Female;33;32;Sr. Analyst;Marketing;Manufacturing;Latino;27/4/2014;2014;4;27;75,869;0;75,869;Brazil;Sao Paulo;
E00836;Addison;Roberts;Female;65;0;Network Architect;IT;Manufacturing;Caucasian;14/5/2018;2018;5;14;60,985;0;60,985;United States;Seattle;
E03854;Camila;Li;Female;60;5;Sr. Manger;IT;Research & Development;Asian;24/7/2010;2010;7;24;126,911;0,1;139,6021;China;Shanghai;
E04729;Ezekiel;Fong;Male;56;9;Vice President;Sales;Research & Development;Asian;25/2/2004;2004;2;25;216,949;0,32;286,37268;China;Shanghai;
E00360;Dylan;Thao;Male;53;12;Director;Engineering;Manufacturing;Asian;22/10/2012;2012;10;22;168,51;0,29;217,3779;United States;Seattle;
E02284;Josephine;Salazar;Female;36;29;Field Engineer;Engineering;Speciality Products;Latino;14/3/2016;2016;3;14;85,87;0;85,87;Brazil;Sao Paulo;
E00181;Genesis;Hu;Female;46;19;Sr. Analyst;Marketing;Corporate;Asian;15/1/2002;2002;1;15;86,51;0;86,51;China;Beijing;2/1/2003
E04168;Mila;Juarez;Female;38;27;Manager;Sales;Speciality Products;Latino;21/9/2017;2017;9;21;119,647;0,09;130,41523;Brazil;Sao Paulo;
E02861;Daniel;Perry;Male;62;3;Enterprise Architect;IT;Research & Development;Caucasian;15/4/2001;2001;4;15;80,921;0;80,921;United States;Columbus;
E01357;Paisley;Hunter;Female;61;4;Engineering Manager;Engineering;Research & Development;Caucasian;15/1/2010;2010;1;15;98,11;0,13;110,8643;United States;Chicago;
E04387;Everleigh;White;Female;59;6;Network Architect;IT;Speciality Products;Caucasian;20/10/2017;2017;10;20;86,831;0;86,831;United States;Phoenix;
E03090;Penelope;Choi;Female;49;16;Technical Architect;IT;Speciality Products;Asian;10/9/2010;2010;9;10;72,826;0;72,826;China;Beijing;
E03591;Piper;Sun;Female;64;1;Director;Marketing;Manufacturing;Asian;14/2/2011;2011;2;14;171,217;0,19;203,74823;United States;Seattle;
E03328;Lucy;Johnson;Female;57;8;Manager;IT;Research & Development;Caucasian;27/4/2020;2020;4;27;103,058;0,07;110,27206;United States;Columbus;
E04937;Ian;Ngo;Male;52;13;Manager;Sales;Speciality Products;Asian;7/8/2014;2014;8;7;117,062;0,07;125,25634;United States;Phoenix;
E00515;Joseph;Vazquez;Male;40;25;Sr. Manger;Accounting;Speciality Products;Latino;23/1/2019;2019;1;23;159,031;0,1;174,9341;United States;Miami;
E01241;Hadley;Guerrero;Female;49;16;Sr. Manger;IT;Research & Development;Latino;14/1/2004;2004;1;14;125,086;0,1;137,5946;Brazil;Sao Paulo;
E03255;Jose;Brown;Male;43;22;System Administrator ;IT;Speciality Products;Caucasian;7/4/2016;2016;4;7;67,976;0;67,976;United States;Seattle;
E01711;Benjamin;Ford;Male;31;34;Analyst II;Finance;Speciality Products;Caucasian;22/4/2021;2021;4;22;74,215;0;74,215;United States;Phoenix;
E00500;Henry;Shah;Male;55;10;Director;Accounting;Manufacturing;Asian;11/6/2010;2010;6;11;187,389;0,25;234,23625;China;Chengdu;
E04972;Ivy;Daniels;Female;41;24;Sr. Manger;Human Resources;Speciality Products;Caucasian;26/10/2008;2008;10;26;131,841;0,13;148,98033;United States;Columbus;
E02728;Thomas;Chang;Male;34;31;Sr. Analyst;Accounting;Research & Development;Asian;26/7/2011;2011;7;26;97,231;0;97,231;China;Beijing;
E04749;Caroline;Phan;Female;41;24;Sr. Manger;Finance;Corporate;Asian;14/3/2004;2004;3;14;155,004;0,12;173,60448;United States;Austin;
E02023;Maverick;Mehta;Male;40;25;Systems Analyst;IT;Manufacturing;Asian;30/7/2007;2007;7;30;41,859;0;41,859;United States;Seattle;
E03166;Austin;Edwards;Male;42;23;IT Coordinator;IT;Manufacturing;Black;24/9/2006;2006;9;24;52,733;0;52,733;United States;Chicago;
E02599;Daniel;Huang;Male;31;34;Vice President;Human Resources;Corporate;Asian;3/9/2015;2015;9;3;250,953;0,34;336,27702;United States;Columbus;
E01014;Lucas;Phan;Male;49;16;Director;Marketing;Research & Development;Asian;19/2/1999;1999;2;19;191,807;0,21;232,08647;China;Chongqing;
E04529;Gabriel;Yu;Male;42;23;Technical Architect;IT;Speciality Products;Asian;23/6/2014;2014;6;23;64,677;0;64,677;China;Chongqing;
E00085;Mason;Watson;Male;46;19;Sr. Manger;IT;Corporate;Caucasian;14/9/2004;2004;9;14;130,274;0,11;144,60414;United States;Chicago;
E00632;Angel;Chang;Male;37;28;Network Architect;IT;Research & Development;Asian;6/7/2017;2017;7;6;96,331;0;96,331;China;Shanghai;
E02108;Madeline;Coleman;Female;51;14;Sr. Manger;Finance;Research & Development;Caucasian;28/4/2006;2006;4;28;150,758;0,13;170,35654;United States;Chicago;16/8/2007
E03802;Thomas;Vazquez;Male;46;19;Director;Engineering;Corporate;Latino;19/7/2014;2014;7;19;173,629;0,21;210,09109;Brazil;Sao Paulo;
E03685;Silas;Hunter;Male;55;10;Solutions Architect;IT;Corporate;Black;4/5/1998;1998;5;4;62,174;0;62,174;United States;Chicago;
E01089;Nicholas;Brooks;Male;43;22;Analyst II;Accounting;Manufacturing;Caucasian;20/10/2017;2017;10;20;56,555;0;56,555;United States;Phoenix;
E03988;Dominic;Thomas;Male;48;17;Analyst II;Marketing;Manufacturing;Caucasian;28/9/2005;2005;9;28;74,655;0;74,655;United States;Austin;
E00401;Wesley;Adams;Male;48;17;System Administrator ;IT;Corporate;Caucasian;11/8/2003;2003;8;11;93,017;0;93,017;United States;Seattle;
E03429;Ian;Wu;Male;51;14;Sr. Analyst;Marketing;Manufacturing;Asian;14/4/2012;2012;4;14;82,3;0;82,3;China;Chengdu;
E02417;Alice;Young;Female;46;19;Automation Engineer;Engineering;Research & Development;Caucasian;24/1/2008;2008;1;24;91,621;0;91,621;United States;Chicago;
E00359;Logan;Carrillo;Male;33;32;Sr. Analyst;Marketing;Research & Development;Latino;30/11/2014;2014;11;30;91,28;0;91,28;United States;Miami;
E02044;Caroline;Alexander;Female;42;23;Business Partner;Human Resources;Manufacturing;Black;18/9/2020;2020;9;18;47,071;0;47,071;United States;Columbus;
E01479;Serenity;Bailey;Female;55;10;IT Systems Architect;IT;Manufacturing;Caucasian;21/11/2011;2011;11;21;81,218;0;81,218;United States;Chicago;
E04962;Elena;Tan;Female;50;15;Vice President;Engineering;Manufacturing;Asian;13/10/2008;2008;10;13;181,801;0,4;254,5214;China;Chongqing;11/12/2019
E02769;Eliza;Adams;Female;26;39;Account Representative;Sales;Manufacturing;Caucasian;21/11/2021;2021;11;21;63,137;0;63,137;United States;Chicago;
E03893;Alice;Xiong;Female;55;10;Vice President;Engineering;Manufacturing;Asian;2/9/2018;2018;9;2;221,465;0,34;296,7631;China;Chengdu;
E00553;Isla;Yoon;Female;50;15;Quality Engineer;Engineering;Research & Development;Asian;10/5/2013;2013;5;10;79,388;0;79,388;United States;Austin;4/8/2019
E03540;Emma;Perry;Female;28;37;Solutions Architect;IT;Manufacturing;Caucasian;22/1/2018;2018;1;22;68,176;0;68,176;United States;Seattle;
E02769;Riley;Marquez;Female;39;26;Sr. Manger;Finance;Research & Development;Latino;18/10/2019;2019;10;18;122,829;0,11;136,34019;United States;Chicago;
E03277;Caroline;Hu;Female;31;34;Sr. Manger;Marketing;Speciality Products;Asian;18/8/2019;2019;8;18;126,353;0,12;141,51536;China;Shanghai;
E04194;Madison;Kumar;Female;55;10;Director;Accounting;Speciality Products;Asian;17/10/2010;2010;10;17;188,727;0,23;232,13421;China;Chengdu;
E01807;Matthew;Lim;Male;52;13;Sr. Analyst;Sales;Research & Development;Asian;18/2/1994;1994;2;18;99,624;0;99,624;United States;Seattle;
E01762;Maya;Ngo;Female;55;10;Manager;Sales;Speciality Products;Asian;20/10/2012;2012;10;20;108,686;0,06;115,20716;United States;Columbus;
E02632;Alice;Soto;Female;56;9;Analyst;Accounting;Corporate;Latino;13/4/1995;1995;4;13;50,857;0;50,857;Brazil;Manaus;
E04226;Andrew;Moore;Male;47;18;Operations Engineer;Engineering;Manufacturing;Caucasian;2/1/2001;2001;1;2;120,628;0;120,628;United States;Chicago;
E04101;Olivia;Harris;Female;63;2;Director;Sales;Speciality Products;Caucasian;14/6/2020;2020;6;14;181,216;0,27;230,14432;United States;Columbus;
E01981;Genesis;Banks;Female;63;2;Analyst;Finance;Corporate;Caucasian;16/3/2012;2012;3;16;46,081;0;46,081;United States;Chicago;
E02534;Victoria;Johnson;Female;55;10;Sr. Manger;Accounting;Corporate;Caucasian;28/5/2004;2004;5;28;159,885;0,12;179,0712;United States;Columbus;
E01238;Eloise;Griffin;Female;55;10;Director;Sales;Manufacturing;Caucasian;29/10/1995;1995;10;29;153,271;0,15;176,26165;United States;Austin;
E01118;Roman;Yang;Male;42;23;Manager;Human Resources;Manufacturing;Asian;12/12/2009;2009;12;12;114,242;0,08;123,38136;United States;Phoenix;
E04041;Clara;Huynh;Female;39;26;IT Coordinator;IT;Speciality Products;Asian;18/11/2020;2020;11;18;48,415;0;48,415;China;Shanghai;
E04308;Kai;Flores;Male;35;30;Development Engineer;Engineering;Manufacturing;Latino;23/5/2017;2017;5;23;65,566;0;65,566;United States;Seattle;
E01052;Jaxson;Dinh;Male;45;20;Sr. Manger;Marketing;Research & Development;Asian;3/5/2001;2001;5;3;147,752;0,12;165,48224;China;Shanghai;26/12/2011
E04165;Sophie;Vang;Female;25;40;Sr. Manger;Marketing;Manufacturing;Asian;14/9/2021;2021;9;14;136,81;0,14;155,9634;China;Chongqing;
E02295;Axel;Jordan;Male;47;18;Analyst;Sales;Corporate;Caucasian;28/2/2013;2013;2;28;54,635;0;54,635;United States;Chicago;
E04546;Jade;Hunter;Female;42;23;Cloud Infrastructure Architect;IT;Corporate;Caucasian;5/2/2020;2020;2;5;96,636;0;96,636;United States;Columbus;
E04217;Lydia;Williams;Female;35;30;System Administrator ;IT;Manufacturing;Black;29/10/2014;2014;10;29;91,592;0;91,592;United States;Chicago;
E00650;Emery;Chang;Female;45;20;Business Partner;Human Resources;Research & Development;Asian;17/8/2000;2000;8;17;55,563;0;55,563;China;Chengdu;
E00344;Savannah;He;Female;52;13;Director;IT;Research & Development;Asian;14/2/1996;1996;2;14;159,724;0,23;196,46052;China;Beijing;
E04645;Elias;Ahmed;Male;57;8;Vice President;Marketing;Corporate;Asian;4/8/2017;2017;8;4;183,19;0,36;249,1384;United States;Chicago;
E03880;Samantha;Woods;Female;56;9;Analyst;Accounting;Speciality Products;Caucasian;25/12/2019;2019;12;25;54,829;0;54,829;United States;Phoenix;
E02730;Axel;Soto;Male;46;19;Quality Engineer;Engineering;Corporate;Latino;22/4/2005;2005;4;22;96,639;0;96,639;Brazil;Rio de Janerio;
E04517;Amelia;Choi;Female;43;22;Manager;Marketing;Speciality Products;Asian;11/6/2006;2006;6;11;117,278;0,09;127,83302;United States;Miami;
E00965;Jacob;Khan;Male;53;12;Computer Systems Manager;IT;Speciality Products;Asian;9/2/2008;2008;2;9;84,193;0,09;91,77037;China;Shanghai;
E04639;Luna;Taylor;Female;47;18;Network Administrator;IT;Manufacturing;Caucasian;28/7/2018;2018;7;28;87,806;0;87,806;United States;Seattle;
E00465;Dominic;Parker;Male;62;3;Test Engineer;Engineering;Research & Development;Caucasian;4/10/2011;2011;10;4;63,959;0;63,959;United States;Seattle;
E03058;Angel;Xiong;Male;35;30;Vice President;IT;Research & Development;Asian;11/6/2015;2015;6;11;234,723;0,36;319,22328;China;Shanghai;
E02337;Emma;Cao;Female;27;38;Analyst;Accounting;Corporate;Asian;24/8/2019;2019;8;24;50,809;0;50,809;China;Chongqing;
E04927;Ezekiel;Bryant;Male;55;10;Sr. Analyst;Finance;Manufacturing;Caucasian;19/7/2002;2002;7;19;77,396;0;77,396;United States;Miami;
E03799;Natalie;Hwang;Female;63;2;Sr. Analyst;Finance;Speciality Products;Asian;31/12/1999;1999;12;31;89,523;0;89,523;United States;Phoenix;
E04538;Adeline;Yang;Female;53;12;Cloud Infrastructure Architect;IT;Corporate;Asian;20/7/2011;2011;7;20;86,173;0;86,173;China;Chongqing;
E02633;Allison;Roberts;Female;54;11;Vice President;Sales;Manufacturing;Black;19/8/2000;2000;8;19;222,224;0,38;306,66912;United States;Columbus;
E02965;Andrew;Do;Male;43;22;Sr. Manger;Finance;Research & Development;Asian;17/4/2021;2021;4;17;146,14;0,15;168,061;United States;Seattle;
E04345;Eliana;Grant;Female;64;1;Engineering Manager;Engineering;Speciality Products;Caucasian;20/6/1994;1994;6;20;109,456;0,1;120,4016;United States;Chicago;
E02895;Mila;Soto;Female;65;0;Director;Finance;Research & Development;Latino;7/10/2008;2008;10;7;170,221;0,15;195,75415;Brazil;Manaus;
E01132;Gabriella;Johnson;Female;42;23;Computer Systems Manager;IT;Research & Development;Caucasian;1/3/2006;2006;3;1;97,433;0,05;102,30465;United States;Seattle;8/8/2015
E00758;Jonathan;Khan;Male;35;30;Account Representative;Sales;Manufacturing;Asian;30/8/2013;2013;8;30;59,646;0;59,646;China;Shanghai;
E03750;Elias;Dang;Male;64;1;Director;Engineering;Speciality Products;Asian;29/8/1995;1995;8;29;158,787;0,18;187,36866;China;Chengdu;
E00144;Theodore;Ngo;Male;55;10;Controls Engineer;Engineering;Research & Development;Asian;29/4/2018;2018;4;29;83,378;0;83,378;China;Beijing;
E02943;Bella;Lopez;Female;32;33;Sr. Analyst;Marketing;Corporate;Latino;12/11/2013;2013;11;12;88,895;0;88,895;United States;Chicago;
E03901;Luca;Truong;Male;45;20;Director;Marketing;Corporate;Asian;11/12/2004;2004;12;11;168,846;0,24;209,36904;China;Chongqing;
E03461;Nathan;Lau;Male;35;30;Business Partner;Human Resources;Research & Development;Asian;22/2/2011;2011;2;22;43,336;0;43,336;United States;Austin;12/7/2020
E03490;Henry;Campos;Male;38;27;Sr. Manger;Human Resources;Corporate;Latino;27/9/2009;2009;9;27;127,801;0,15;146,97115;United States;Phoenix;
E04466;Connor;Bell;Male;54;11;Network Administrator;IT;Corporate;Black;1/4/2000;2000;4;1;76,352;0;76,352;United States;Austin;
E03226;Angel;Stewart;Male;28;37;Vice President;Finance;Corporate;Caucasian;22/6/2019;2019;6;22;250,767;0,38;346,05846;United States;Seattle;
E04607;Landon;Brown;Male;26;39;Vice President;Marketing;Corporate;Caucasian;27/9/2020;2020;9;27;223,055;0,3;289,9715;United States;Columbus;
E02678;Nicholas;Rivera;Male;45;20;Director;Engineering;Corporate;Latino;13/4/2007;2007;4;13;189,68;0,23;233,3064;Brazil;Sao Paulo;
E02190;Gabriel;Carter;Male;57;8;Test Engineer;Engineering;Manufacturing;Caucasian;18/7/2018;2018;7;18;71,167;0;71,167;United States;Columbus;
E00747;Leilani;Baker;Female;59;6;Technical Architect;IT;Speciality Products;Caucasian;4/4/2010;2010;4;4;76,027;0;76,027;United States;Seattle;
E00268;Ian;Flores;Male;48;17;Director;Engineering;Corporate;Latino;10/12/2019;2019;12;10;183,113;0,24;227,06012;Brazil;Rio de Janerio;
E01416;Hudson;Thompson;Male;30;35;Analyst II;Accounting;Manufacturing;Black;20/10/2020;2020;10;20;67,753;0;67,753;United States;Phoenix;
E01524;Ian;Miller;Male;31;34;Computer Systems Manager;IT;Corporate;Black;13/10/2016;2016;10;13;63,744;0,08;68,84352;United States;Austin;
E03849;Harper;Chin;Female;50;15;Quality Engineer;Engineering;Manufacturing;Asian;9/7/2002;2002;7;9;92,209;0;92,209;China;Shanghai;
E02801;Santiago;f Brooks;Male;51;14;Sr. Manger;Sales;Corporate;Black;1/9/2000;2000;9;1;157,487;0,12;176,38544;United States;Phoenix;
E04155;Dylan;Dominguez;Male;42;23;Sr. Analyst;Marketing;Research & Development;Latino;7/4/2015;2015;4;7;99,697;0;99,697;Brazil;Rio de Janerio;
E01952;Everett;Lee;Male;45;20;Network Administrator;IT;Research & Development;Asian;26/2/2010;2010;2;26;90,77;0;90,77;United States;Columbus;
E00116;Madelyn;Mehta;Female;64;1;Analyst;Sales;Speciality Products;Asian;28/1/2005;2005;1;28;55,369;0;55,369;United States;Phoenix;
E04811;Athena;Vasquez;Female;59;6;Field Engineer;Engineering;Speciality Products;Latino;16/9/2014;2014;9;16;69,578;0;69,578;Brazil;Rio de Janerio;
E00624;William;Watson;Male;41;24;Director;Accounting;Speciality Products;Caucasian;4/6/2013;2013;6;4;167,526;0,26;211,08276;United States;Miami;
E03404;Everleigh;Nunez;Female;42;23;Field Engineer;Engineering;Speciality Products;Latino;5/2/2021;2021;2;5;65,507;0;65,507;Brazil;Manaus;
E01845;Leo;Fernandez;Male;54;11;Manager;Finance;Research & Development;Latino;28/4/1998;1998;4;28;108,268;0,09;118,01212;Brazil;Sao Paulo;15/5/2004
E04784;Joshua;Lin;Male;37;28;Technical Architect;IT;Research & Development;Asian;5/2/2016;2016;2;5;80,055;0;80,055;China;Beijing;
E00145;Alexander;Rivera;Male;58;7;Sr. Analyst;Sales;Research & Development;Latino;27/4/2009;2009;4;27;76,802;0;76,802;Brazil;Manaus;
E00218;David;Desai;Male;47;18;Vice President;Sales;Speciality Products;Asian;22/11/2016;2016;11;22;253,249;0,31;331,75619;United States;Austin;
E02185;Aubrey;Yoon;Female;60;5;Sr. Business Partner;Human Resources;Research & Development;Asian;11/11/2005;2005;11;11;78,388;0;78,388;China;Chongqing;
E01070;Grayson;Brown;Male;38;27;Vice President;IT;Corporate;Caucasian;22/6/2016;2016;6;22;249,87;0,34;334,8258;United States;Chicago;
E03807;Noah;Chen;Male;63;2;Sr. Manger;Marketing;Manufacturing;Asian;1/3/2015;2015;3;1;148,321;0,15;170,56915;China;Beijing;
E00784;Ella;Nguyen;Female;60;5;Service Desk Analyst;IT;Corporate;Asian;10/2/2004;2004;2;10;90,258;0;90,258;China;Chongqing;
E04925;Athena;Jordan;Female;42;23;System Administrator ;IT;Manufacturing;Black;19/2/2011;2011;2;19;72,486;0;72,486;United States;Seattle;
E04448;Adrian;Ruiz;Male;34;31;Sr. Analyst;Finance;Corporate;Latino;4/9/2014;2014;9;4;95,499;0;95,499;Brazil;Sao Paulo;11/8/2017
E04817;Zoe;Sanchez;Female;53;12;Sr. Analyst;Accounting;Research & Development;Latino;23/12/2004;2004;12;23;90,212;0;90,212;Brazil;Sao Paulo;
E00325;Jameson;Chen;Male;39;26;Vice President;Marketing;Research & Development;Asian;5/12/2019;2019;12;5;254,057;0,39;353,13923;China;Shanghai;
E00403;Liliana;Soto;Female;58;7;Business Partner;Human Resources;Manufacturing;Latino;12/10/2010;2010;10;12;43,001;0;43,001;United States;Austin;
E00436;Lincoln;Reyes;Male;60;5;Computer Systems Manager;IT;Manufacturing;Latino;3/8/1998;1998;8;3;85,12;0,09;92,7808;United States;Seattle;
E04358;Grayson;Soto;Male;34;31;Business Partner;Human Resources;Manufacturing;Latino;3/8/2015;2015;8;3;52,2;0;52,2;United States;Columbus;
E04662;Julia;Morris;Female;60;5;Sr. Manger;Human Resources;Corporate;Caucasian;18/10/2008;2008;10;18;150,855;0,11;167,44905;United States;Phoenix;
E01496;Ava;Ortiz;Female;53;12;Enterprise Architect;IT;Manufacturing;Latino;20/7/2004;2004;7;20;65,702;0;65,702;United States;Columbus;
E01870;Carson;Chau;Male;58;7;Director;Finance;Corporate;Asian;12/10/2007;2007;10;12;162,038;0,24;200,92712;China;Chongqing;
E03971;Lillian;Chen;Female;25;40;Sr. Manger;Marketing;Research & Development;Asian;9/4/2020;2020;4;9;157,057;0,1;172,7627;United States;Columbus;
E03616;Josiah;Lewis;Male;46;19;Manager;IT;Research & Development;Caucasian;11/8/2021;2021;8;11;127,559;0,1;140,3149;United States;Austin;
E00153;Claire;Jones;Female;39;26;Field Engineer;Engineering;Corporate;Caucasian;12/3/2019;2019;3;12;62,644;0;62,644;United States;Seattle;
E02313;Jeremiah;Lu;Male;50;15;Network Architect;IT;Manufacturing;Asian;6/3/2001;2001;3;6;73,907;0;73,907;China;Shanghai;
E02960;Nova;Hill;Female;56;9;Sr. Analyst;Accounting;Manufacturing;Caucasian;10/3/2018;2018;3;10;90,04;0;90,04;United States;Chicago;
E00096;Peyton;Cruz;Female;30;35;Development Engineer;Engineering;Manufacturing;Latino;26/5/2016;2016;5;26;91,134;0;91,134;Brazil;Sao Paulo;
E02140;Naomi;Zhao;Female;45;20;Vice President;Human Resources;Speciality Products;Asian;22/9/2021;2021;9;22;201,396;0,32;265,84272;United States;Miami;
E00826;Rylee;Bui;Female;55;10;Analyst;Accounting;Corporate;Asian;22/12/2011;2011;12;22;54,733;0;54,733;China;Chongqing;
E03881;Andrew;Reed;Male;28;37;System Administrator ;IT;Corporate;Black;17/6/2019;2019;6;17;65,341;0;65,341;United States;Miami;11/4/2022
E02604;Brooklyn;Collins;Female;59;6;Sr. Manger;Finance;Corporate;Black;27/10/2018;2018;10;27;139,208;0,11;154,52088;United States;Austin;
E02613;John;Jung;Male;63;2;Sr. Analyst;Sales;Speciality Products;Asian;12/3/2018;2018;3;12;73,2;0;73,2;China;Shanghai;
E00864;Samantha;Aguilar;Female;46;19;Manager;Accounting;Speciality Products;Latino;24/4/2010;2010;4;24;102,636;0,06;108,79416;United States;Seattle;
E01760;Madeline;Acosta;Female;26;39;Sr. Account Representative;Sales;Speciality Products;Latino;9/2/2021;2021;2;9;87,427;0;87,427;Brazil;Sao Paulo;
E03223;Ethan;Joseph;Male;45;20;IT Coordinator;IT;Research & Development;Caucasian;28/5/2018;2018;5;28;49,219;0;49,219;United States;Columbus;
E01262;Miles;Mehta;Male;50;15;Manager;Finance;Manufacturing;Asian;19/5/2018;2018;5;19;106,437;0,07;113,88759;China;Chongqing;
E01075;Joshua;Juarez;Male;46;19;Analyst II;Finance;Manufacturing;Latino;5/5/2015;2015;5;5;64,364;0;64,364;Brazil;Sao Paulo;
E00364;Matthew;Howard;Male;50;15;Director;Human Resources;Manufacturing;Caucasian;17/10/2021;2021;10;17;172,18;0,3;223,834;United States;Columbus;
E04108;Jade;Figueroa;Female;33;32;Sr. Analyst;Sales;Manufacturing;Latino;14/5/2012;2012;5;14;88,343;0;88,343;Brazil;Rio de Janerio;
E02917;Everett;Morales;Male;57;8;Solutions Architect;IT;Speciality Products;Latino;10/7/2014;2014;7;10;66,649;0;66,649;Brazil;Rio de Janerio;
E03720;Genesis;Hunter;Female;48;17;Manager;Finance;Corporate;Caucasian;22/4/1999;1999;4;22;102,847;0,05;107,98935;United States;Chicago;
E03393;Henry;Figueroa;Male;46;19;Sr. Manger;Finance;Manufacturing;Latino;19/7/2010;2010;7;19;134,881;0,15;155,11315;Brazil;Manaus;
E02977;Nicholas;Song;Male;52;13;Analyst II;Marketing;Manufacturing;Asian;23/5/1999;1999;5;23;68,807;0;68,807;China;Chengdu;30/11/2015
E03371;Jack;Alexander;Male;56;9;Vice President;IT;Manufacturing;Caucasian;29/5/2006;2006;5;29;228,822;0,36;311,19792;United States;Miami;
E02531;Jameson;Foster;Male;28;37;Analyst;Marketing;Manufacturing;Caucasian;18/7/2021;2021;7;18;43,391;0;43,391;United States;Columbus;
E02473;Leonardo;Lo;Male;29;36;Quality Engineer;Engineering;Speciality Products;Asian;15/11/2021;2021;11;15;91,782;0;91,782;China;Chongqing;
E02468;Ella;Huang;Female;45;20;Vice President;Marketing;Corporate;Asian;28/2/2016;2016;2;28;211,637;0,31;277,24447;United States;Chicago;
E01499;Liam;Jordan;Male;28;37;Computer Systems Manager;IT;Manufacturing;Caucasian;8/8/2020;2020;8;8;73,255;0,09;79,84795;United States;Phoenix;
E03697;Isaac;Woods;Male;28;37;Manager;Sales;Corporate;Caucasian;8/1/2021;2021;1;8;108,826;0,1;119,7086;United States;Miami;
E00593;Luke;Wilson;Male;34;31;Solutions Architect;IT;Speciality Products;Caucasian;24/5/2016;2016;5;24;94,352;0;94,352;United States;Miami;
E01103;Lyla;Alvarez;Female;55;10;IT Systems Architect;IT;Research & Development;Latino;30/8/1994;1994;8;30;73,955;0;73,955;United States;Phoenix;
E03889;Caleb;Flores;Male;34;31;Manager;Human Resources;Manufacturing;Latino;13/8/2013;2013;8;13;113,909;0,06;120,74354;Brazil;Rio de Janerio;
E01958;Angel;Lin;Male;27;38;Network Administrator;IT;Manufacturing;Asian;24/12/2020;2020;12;24;92,321;0;92,321;United States;Chicago;
E01870;Easton;Moore;Male;52;13;Computer Systems Manager;IT;Research & Development;Caucasian;23/5/2013;2013;5;23;99,557;0,09;108,51713;United States;Seattle;
E01167;Kinsley;Collins;Female;28;37;Automation Engineer;Engineering;Speciality Products;Caucasian;14/11/2018;2018;11;14;115,854;0;115,854;United States;Phoenix;
E00099;Brooklyn;Salazar;Female;44;21;IT Systems Architect;IT;Manufacturing;Latino;1/3/2011;2011;3;1;82,462;0;82,462;United States;Austin;
E00044;Scarlett;Jenkins;Female;53;12;Vice President;IT;Research & Development;Caucasian;9/11/2011;2011;11;9;198,473;0,32;261,98436;United States;Miami;
E00711;Melody;Chin;Female;43;22;Sr. Manger;Finance;Corporate;Asian;15/10/2006;2006;10;15;153,492;0,11;170,37612;United States;Chicago;
E04795;Eloise;Alexander;Female;28;37;Vice President;Human Resources;Corporate;Black;21/1/2018;2018;1;21;208,21;0,3;270,673;United States;Seattle;
E03912;Carter;Turner;Male;33;32;Sr. Analyst;Marketing;Corporate;Caucasian;17/11/2015;2015;11;17;91,632;0;91,632;United States;Phoenix;
E02103;Andrew;Ma;Male;31;34;HRIS Analyst;Human Resources;Corporate;Asian;24/9/2017;2017;9;24;71,755;0;71,755;China;Chongqing;
E04213;Hailey;Xi;Female;52;13;Manager;Accounting;Corporate;Asian;19/11/2021;2021;11;19;111,006;0,08;119,88648;China;Chongqing;
